search_term,title,company,location,salary,date_posted,url,description
software engineer,Fullstack Software Developer,,Brisbane QLD,,12d ago,https://www.seek.com.au/job/83248243?type=standard&ref=search-standalone#sol=384f7bb215be01e4ccdddf361ea842fefd16ae33,"About Us:

Gallantree is a fast-growing investment firm, commercial securities issuer/manager, and investment
management company focused on delivering innovative, institutionally-backed structured finance solutions across the APAC region. Founded in 2021, Gallantree is redefining access to alternative capital at a time when traditional banks are pulling back.


With some of Australia’s largest financial institutions as clients, Gallantree sits at the intersection of technology,
structured finance, and institutional investment. Our proprietary cloud-based platform integrates loan management, credit risk modelling, automation, and securitisation capabilities—bringing new levels of transparency, efficiency, and intelligence to commercial lending and capital markets.


As we continue our high-growth trajectory, we’re building a best-in-class team of financial and technology
professionals committed to expanding institutional capital access and transforming the structured finance
landscape in Australia and beyond.


About the Role:
We are seeking a capable and motivated Mid-Tier Full-Stack Developer to join our core engineering team and help evolve Gallantree’s cloud-based commercial lending and securities platform. This is a hands-on role suited to
someone with solid experience across both front-end and back-end technologies who is ready to contribute
meaningfully to a modern, fast-moving product environment.


You’ll be involved in developing user interfaces, APIs, automation workflows, and integrations across the platform.
Working closely with product and engineering leads, you’ll help translate complex financial workflows into clean,
scalable, and efficient technology.


This role is ideal for someone who enjoys working in agile, growth-stage environments, where ownership, initiative, and continuous learning are encouraged.


This is an exciting time to join the company as the growth phase will catapult Gallantree into becoming a leader of
the financial services community in APAC. Experience in financial services or structured finance is a plus, but not
required—curiosity and technical versatility are more important

Specific Skills Required of the Role:

3–6 years of professional full-stack development experience.

Solid experience with JavaScript/TypeScript and frameworks like React or Vue.

Familiarity with Node.js and back-end frameworks (e.g., Next.js, Express).

Experience with Python is a plus, especially in API and data processing contexts.

Experience with cloud environments (AWS or GCP) and CI/CD pipelines.

Strong understanding of REST APIs, relational databases, and secure coding practices.

Comfortable working independently and proactively in a fast-moving environment.

Good communication skills and ability to work collaboratively with cross-functional teams.

Interest in finance, fintech, or enterprise platforms is a plus."
software engineer,Software Engineer,,Brisbane QLD,,21d ago,https://www.seek.com.au/job/83028903?type=standard&ref=search-standalone#sol=8cd456d087c172095f4879b043dbab52152425f0,"About us

Boeing is the world's largest aerospace company and leading manufacturer of commercial airplanes and defence, space and security systems. We are engineers and technicians. Skilled scientists and thinkers. Bold innovators and dreamers.  Join us, and you can build something better for yourself, for our customers and for the world.

The Opportunity

Would you like to work for a company that employs the best talent and is passionate about national security?

This opportunity ensures you will be using your software engineering skills to make a meaningful contribution developing capabilities in support of our National Intelligence Community partner the Australian Signals Directorate - ASD. You will join a high functioning motivated team exploring technologies & solutions only this niche intelligence environment can provide.  If you enjoy working on new projects and protecting Australia and its national interests, we would like to talk to you.

Your day-to-day role will include:

Write well-tested and simple code to solve complex problems
Design and build high-quality systems with the latest technologies
Contribute to agile ceremonies, actively participate in daily stand-ups, retrospectives, and other team meetings
Pair Program with your teammates, review pull requests, and provide constructive feedback
Participate in code reviews and provide constructive feedback
Develop and support building pipelines and infrastructure, and own your systems in production
Use written, verbal, and visual communication to facilitate technical discussion and share ideas
Play an active role in building an incredible team culture of inclusion, collaboration, and psychological safety.

Desirable Skills and Experience:

Experienced software Language Knowledge (Java, C#, AngularJS, React, JavaScript are highly desirable)
Understands microservice architectures and RESTful APIs
Hands on experience with containerised software (e.g. OpenShift, AWS, Azure, Docker or Kubernetes)
Competent with relational database technologies (Graph databases desirable)
Understands  continuous integration and deployment pipelines
Understands the importance of writing testable code
Can take part in all aspects of the software development lifecycle with an agile mindset
Bachelor Degree in Information Technology or related field

Applicants must be Australian Citizens to meet Defence security requirements. This role requires the successful applicant to obtain an Australian Government POSITIVE VETTING Security Clearance.  More information on the security clearance vetting process is available on the Australian Government Security Vetting Agency (AGSVA) website

About us

In addition to a competitive salary, employees on this program will benefit from generous Program allowances, global opportunities, salary packaging, performance incentives, study assistance, wellbeing programs and discounts on health insurance, travel and accommodation.

We're also committed to fostering an environment that's welcoming, respectful and inclusive for every employee, with great opportunities for professional growth. As an equal opportunity employer, female candidates, people of Aboriginal or Torres Strait Island descent and ex-defence personnel are encouraged to apply.

If you are ready to join an innovative industry leader, click Apply Now.

All information provided will be checked and may be verified."
software engineer,Python Developer,,Brisbane QLD,,1d ago,https://www.seek.com.au/job/83536052?type=standard&ref=search-standalone#sol=3c4b488dfb2683c182ea937c71fa171d189b3f99,"Work with AI Procurement Technology

Help build + enhance critical financial tools

Work with the latest AI models and tools

 

About the Opportunity

We’re looking for a Backend Python Developer who thrives on solving complex problems and is ready for an exciting challenge. You’ll be working alongside our core development team and product owner to build, extend, and maintain backend functionality within our modern AI-powered automation platform.

In this role, you’ll focus on designing and implementing robust backend services, improving system performance, and contributing to the evolution of Zudello’s product. You’ll have the opportunity to work with the latest AI tools, contribute to high-impact financial workflows, and help shape the future of our platform.
 

About Us

Zudello is an Australian automation technology company specialising in using Machine Learning to extract data from disparate systems and documents, enabling end-to-end automation of business processes. Our Software-as-a-Service platform is used by companies across a wide range of sectors, including Manufacturing, Hospitality, Health, and Not-for-Profit.

 

Responsibilities

Backend Development: Design, build, and maintain scalable backend systems and APIs using Python.

Collaborate with the Team: Work closely with other backend developers, frontend developers, and the product owner to scope and deliver new features.

Automate Workflows: Implement logic that enables our customers to automate complex procurement and finance workflows.

Code Quality & Testing: Write clean, maintainable code and ensure thorough test coverage (unit, integration, performance).

Scalability & Reliability: Improve system performance and reliability through refactoring, load testing, and thoughtful architecture.

Documentation: Document technical decisions, APIs, and backend logic for team knowledge sharing and future development.

Contribute to Planning: Participate in sprint planning, backlog grooming, and technical scoping with the product owner and dev team.

 

Key Skills

Python Proficiency: Strong experience with Python in backend environments, particularly in building APIs and services.

API Design & Development: Skilled in designing RESTful APIs and working with third-party APIs.

Systems Thinking: Able to design modular, maintainable systems with scalability and performance in mind.

Collaboration: Enjoys working as part of a team and can communicate effectively with both technical and non-technical stakeholders.

Test-Driven Development: Familiar with writing and maintaining unit and integration tests.

Database Experience: Comfortable working with relational databases (e.g., PostgreSQL) and writing performant queries.

Version Control: Proficient with Git-based workflows.

Adaptability: Open to learning new tools, embracing feedback, and contributing to a rapidly evolving platform.

Nice to Have

ERP or Finance Background (Nice to Have): Experience with ERP systems, finance workflows, or accounting concepts is a plus.

System Integration: Experience integrating with internal and external integrations.

 

What do we offer? 

Work With Cutting-Edge AI: Leverage the latest AI models—including tools like Claude—to build intelligent, automated solutions that solve real business problems.

Competitive Compensation: Receive a salary that reflects your skills, experience, and the value you bring to the team.

Diverse and Impactful Work: Tackle a wide range of tasks and challenges across industries, making each day engaging and meaningful.

Professional Development: Grow your skills with ongoing training, exposure to modern technologies, and support from a highly skilled team.

Vibrant Office Environment: Work from our centrally located CBD office at Cathedral Square, Brisbane—close to cafes, public transport, and city life.

Supportive Team Culture: Join a collaborative, ethical, and inclusive team that values your growth, encourages new ideas, and supports a healthy work-life balance.

 

At Zudello, there is no such thing as the 'perfect candidate’.

Seeing all of these” ideal” requirements, as well as the list of responsibilities, can be daunting. We know this may cause you to ask yourself “can I do this?” We encourage you to apply if you feel this could be you, even if there are some gaps but you feel the role is the perfect role for you. We will help develop your skills and career as you grow and learn with us.

Your ability to demonstrate that you have the enthusiasm and real potential to develop the required capabilities, knowledge and experience to perform in this role is what we would like to hear from you. "
software engineer,AI Agent Developer,,Brisbane QLD,,11d ago,https://www.seek.com.au/job/83291085?type=standard&ref=search-standalone#sol=9e26fdad1bd4e3acf900e7e98f0f93d027ea27c5,"About Us: 

Cirqle Group is a social enterprise IT recruitment and professional services business. We commit our profits to support environmental and social initiatives. Applying to this role means you’ll join us on the journey to shift the world closer to kindness, sustainability, awareness, and action.

The Role: We're looking for an AI Agent Developer who is passionate about building intelligent, autonomous systems. You'll create, deploy, and optimise AI agents that interact, learn, and evolve within complex environments to solve real-world business challenges.

Key Responsibilities:

Design, develop, and deploy autonomous AI agents

Optimise agent performance through iterative training and feedback loops

Collaborate with cross-functional teams to integrate agents within broader solutions

Stay updated with emerging techniques and frameworks in autonomous agents and AI

Skills & Experience:

Proficiency in Python, along with libraries such as LangChain, AutoGPT, or similar

Experience with large language models (LLMs), reinforcement learning, or cognitive architectures

Familiarity with AI development tools such as Cursor, n8n, or similar

Strong understanding of AI agent systems, including multi-agent coordination

Excellent problem-solving skills and a proactive approach to innovation

Why Join Us:

Work on pioneering technology with real-world impact

Collaborative, innovative, and supportive culture

Opportunities for continuous learning and professional growth"
software engineer,Senior Software Engineer,,Brisbane QLD,,25d ago,https://www.seek.com.au/job/82956194?type=standard&ref=search-standalone#sol=f94e41e2e570097f00cfa7085bb77c438d99e4db,"At Deswik:
  
You’ll like working here if you  

Enjoy solving interesting problems
Have a passion for developing exceptional software
Want to join a supportive team that is fun and inclusive
What You’ll Do:  

Write code (performant, maintainable, testable) and automated tests to implement new features and maintain existing systems
Collaborate with a team of hard-working, friendly engineers who care about what they do
Actively participate in agile ceremonies and processes - planning meetings, stand-ups, showcases, retrospectives
Draft scoping documents and creating as-built documentation
Work within an iterative development process to deliver new features to our global customers
Create algorithms to solve complex and challenging problems
Mentor early-career software engineers
Preferred Technical Skills  

We are looking for skilled software engineers who have commercial experience and who are adaptable to different technical environments, but we use the following sorts of technologies and techniques in our work:

C# .NET (or if you have used C++ or Java or similar languages then that’s cool too)
HTML5, CSS3, JavaScript (AJAX, JSON, etc) & Typescript
Modern front end JavaScript frameworks
ASP.net, .NET Core
SQL Server and some use of ORM (Entity Framework or similar)
Mixed Integer Linear Programming (MILP) and mathematical optimisation techniques (one of the roles)
Automated testing techniques and frameworks
Experience with graph-based path finding
Experience working with large 3D data sets and implementing 3D spatial algorithms
About You:

A Senior Software Engineer or an experienced mid Software Engineer, ready to take the next step
Experience developing software in a commercial software product environment
Someone who enjoys working in a cross-functional team of friendly and skilled software engineers
Bachelor of Computer Science, Software Engineering or similar.
Commitment to code quality and maintainability
Bonus points for experience in a product-based environment with a customer-centric culture.
Benefits at Deswik:

Annual Bonus
Flexible, hybrid schedule – 2 days WFH and 3 days in-office
Inclusive and collaborative culture that values innovation
A team that values good software engineering practices
Company paid parental leave
Access to our extensive internal Learning Academy for 24/7 access to self-paced learning
Contemporary office in Brisbane’s CBD, close to public transport
A fully appointed kitchen with a variety of coffee machines – (read: free coffee), free soft drinks and regular company updates over morning tea
Social activities (if you want)
Who is Deswik?
Born in Brisbane in 2008, Deswik is a global mining software and consulting company that has grown into a team of over 450 experienced mining professionals, software engineers and mathematicians spread across the globe.

Our head office in Brisbane is our software development hub of 150+.

We produce some of the leading products in our market and have a large and engaged end user community.

Sounds good? Apply today!

Please note: at this time, we are only considering applications from Australian citizens, permanent residents or individuals on a valid work visa that do not require sponsorship.

Agencies: please don’t send us unsolicited applications."
software engineer,Full Stack Software Engineer (Mobile Apps),,Brisbane QLD,,11d ago,https://www.seek.com.au/job/83293183?type=standard&ref=search-standalone#sol=5dab74b6df260306bcd8d5cc37f8504bfad46fd9,"About Us

aXcelerate is a leading SaaS provider, with our Student and Learning Management System powering millions of learners' course and competency records nationwide. As an industry leader, we’re on an exciting growth journey, transforming the way training providers and employers manage and support their learners.

Recognised as a Great Place to Work for two years running, we have a culture where people feel valued and supported to thrive. With ambitious growth plans and countless opportunities to develop your career, there’s never been a better time to join our team and help us shape the future of education technology.

The Role

We’re looking for a Senior Software Developer to join the Mobile Apps team to deliver high quality and secure software. As part of an agile team, this role will be primarily responsible for all facets of the aXcelerate mobile apps and in addition, but not limited to, projects of the LMS module.

Our Brisbane-based office offers hybrid work options however we welcome applications from remote candidates within Australia.

Responsibilities:

Develop and design robust, maintain, scalable applications, ensuring optimal performance and a seamless user experience.
Modifying software to fix errors, upgrade interfaces and improve system performance
Develop and/or maintain solution documentation including data and component models
Ensure / maintain consistent functionality and user experience (feature parity) across different platforms (Android / iOS / Web)
Write clean, well-documented code which adheres to aXcelerate development standards
Perform/Request code reviews to maintain code quality across the team
Utilise version control system (Git) to manage codebase changes and collaborate effectively with other developers
Collaborate with cross-functional teams, contribute to technical discussions and decision-making
Collaborate with UI/UX designers to implement new features
Document and record estimated time and effort time required for project tasks and manage related work via JIRA tickets
Stay up-to-date with best practices / trends / emerging technologies to contribute to the team’s technical growth

About You

5+ years of experience in software development with the main focus on mobile app development
Strong experience with HTML / CSS / JavaScript / TypeScript
Strong experience with React or React Native is essential
Experience with working with RESTFul APIs and handling asynchronous operations
Experience with version control tools such as GIT
Passionate about all things software and development
Adaptability/Flexibility - Willingness to learn new technologies and adapt to evolving development practices
Ability to effectively prioritise and execute tasks accordingly
Ability to work both independently and in a team-oriented, collaborative environment
Exceptional communication skills, both verbal and written

What We Offer

Hybrid or remote working arrangement.
A vibrant, supportive and team-oriented culture, with regular team activities and social events.
A focus on professional development and learning, with access to our LMS, external and internal training opportunities and your own personal annual PD budget.
Access for you and your family to an Employee Assistance Program and resources.
Cashback offers and discounts on popular brands through our Employment Hero app.
Opportunities for career development with well defined career pathways across the business.
Proud members of Women in Technology with access to networking events, professional development opportunities and resources.

How to Apply

Please submit an up-to-date resume (preferably in pdf format) which outlines your suitability for the role.

We're looking for individuals who resonate with our values - H.E.A.R.T.: Honesty, Empathy, Acceptance, Respect, and Trust, whilst also bringing a unique perspective to their work.

We are committed to promoting diversity in the workplace and encourage people from all backgrounds to apply.

If you require any reasonable adjustments during the application process, please let us know by emailing careers@axcelerate.com"
software engineer,Software Engineer – 3D Graphics,,Brisbane QLD,,15d ago,https://www.seek.com.au/job/83169319?type=standard&ref=search-standalone#sol=e141e1b7a8c2ba4031c74a59108068f4b8a017f1,"Our mission to be bold and impactful!

How you'll contribute

As a Software Engineer for the Aura team, you'll play a critical role in our Aura desktop product. Working with C++ to enhance the Aura application features, enabling Emesent customers to process, filter, and visualise 3D LIDAR point cloud data. 

Here’s what we need

Software Engineering:

Design, build, and maintain efficient and reliable code across the Aura stack 
Collaborate with UX/UI designers to create intuitive ways to interact with and visualise 3D point clouds 
Engineer new solutions to visualise large-scale data streamed from AWS 
Application state management and business logic 
Make improvements to architecture and tooling to accelerate and automate the software delivery processes. 
Enhance automated tests to reduce the overhead of software releases 

Technical Leadership:

Architect and implement complex end-to-end system solutions by collaborating with other teams within Emesent 
Participate in code reviews, maintaining high development standards 
Help grow our next generation of first-class engineers. 
Investigate and lead system improvements that improve our engineering efficiency 
Create and document technical designs for significant features.

Cross-Functional Collaboration: 

Work closely with product managers to scope new work and technically contribute to Product Requirement Documents  
Communicate technical challenges and solutions to both technical and non-technical stakeholders. 
Work with engineering leadership to optimise architecture and processes to increase our delivery speed 

 

How you'll succeed

A good understanding of 3D rendering with experience in Unreal Engine 
Proficient with C++ 
Understanding of spatial concepts and linear algebra 
Excellent problem-solving, organisational, and communication skills. 
Familiarity with Agile project management methodologies. 

Desirable experience:

Python and/or Typescript knowledge 
Testing Frameworks such as Robot Framework 
Knowledge of geospatial concepts and data formats. 
Familiarity with low-level rendering techniques and other frameworks. 
Experience with UI test frameworks and Jenkins. 

The added perks

Work alongside a friendly and passionate team on cutting edge technology! - We know that our success and growth is a result of our motivated and inspiring teams.
Take up our genuine learning and development opportunities.
Access to LinkedIn Learning platform.
Employee Assistance Program.
Qoctor, online telehealth
Settle into our great work environment and facilities.
Work in comfort with a casual dress code.
Flexible working.
1 full day of leave, each year for work anniversaries!

Who are we?

Emesent is a world leader in drone autonomy, LiDAR mapping, and data analytics. Our vision is to autonomously map the inaccessible. Founded in 2018, with deep connections to Australia's globally recognised CSIRO, we have established ourselves worldwide with a reputation for delivering high-quality data capture in the mining, infrastructure, survey, and mapping industries. Our team of 100+ roboticists, engineers, and business development experts work side-by-side to deliver revolutionary efficiency, safety, and operational insights to our customers.

Our flagship product, Hovermap, is a smart mobile scanning unit that combines advanced collision avoidance and autonomous flight technologies to map hazardous and GPS-denied environments. Its award-winning technology utilises innovative hardware, advanced algorithms, and machine learning to automate the collection and analysis of the physical world. Equally capable above ground or underground, indoors, or out, Hovermap is a complete mobile LiDAR mapping solution. Hovermap is uniquely versatile, it can be backpack, drone, or vehicle-mounted to map challenging, inaccessible areas enabling our customers to gain insights that were not possible before.

With multiple applications across several industries and a rapidly growing customer base, Hovermap and our other solutions are being used commercially for a variety of applications by enterprise customers around the world.

Why Emesent?

At Emesent, you will have the opportunity to work on ground-breaking technology that is shaping the future. We offer a dynamic and collaborative work environment, competitive compensation, and opportunities for professional growth. Join us in our mission to push the boundaries of robotics and digitalisation to help humanity explore further and understand more."
software engineer,Full Stack Developer (Junior Mid Level),,Underwood,,29d ago,https://www.seek.com.au/job/82824233?type=standard&ref=search-standalone#sol=ff2e0dd0737717d0353131003ec341f2c3e063bd,"Are you a developer with 18+ months of experience looking for your next step? This is your opportunity to transition from a junior role into a position where you’ll take on more responsibility, work independently, and further develop your skills in a growing software company.

My client, a Queensland-based company, is looking to expand their team to enhance stability, user experience, and feature development.  We’re looking for someone who can take scoped concepts and develop fully functional software features across both the front-end and back-end while maintaining system reliability. If you thrive in a hands-on role that blends feature development, support, and optimisation, we’d love to hear from you.

What You’ll Be Doing:

Maintenance & Optimisation: Improve existing features for better performance, reliability, and scalability.
Feature Deployment: Work with the team to test and release new features without disrupting the system.
Testing & Quality Assurance: Implement and improve manual/automated testing (unit, integration, and E2E) to support smooth feature rollouts.
Bug Fixing: Investigate and resolve user-reported issues, ensuring fast turnaround times for critical bugs.
User Interaction: Liaise with users to manage support tickets and provide updates on bug fixes and improvements and resolving system-related queries.

What You’ll Need to Succeed:

18+ months of commercial development experience in a full-stack or backend-focused role.
Strong knowledge of Microsoft SQL database scripting, including:
Database and table management
Stored procedures
Table/Scalar functions
Indexing and query optimisation
JSON interpretation in SQL (JSON_QUERY/OPENJSON)
Experience with Vue.js (or another modern JavaScript framework).
Ability to work independently and take ownership of tasks without constant oversight.
A proactive approach to problem-solving and attention to detail.
Strong verbal and written communication skills—comfortable managing support queries and working with end users.
Experience with automated testing (e.g., Cypress) is a plus but not required.

Bonus Skills (Not Required, But Nice to Have):

Experience with Hybrid Apps (Quasar, Capacitor)
.NET Core API exposure
Familiarity with cloud platforms (GCP preferred)
Version control experience (GitHub preferred)

What We Offer:

A full-time, on-site role in Underwood—perfect for someone who thrives in a collaborative environment.
A chance to step up from a junior role and take on more responsibility.
Competitive salary based on experience.
A dynamic and supportive team that values continuous learning and professional development.

Who Should Apply?

This role is ideal for a developer with 18+ months of experience who is ready to take on more responsibility and autonomy.  If you want to solidify your skills, work on meaningful software improvements, and be part of a great team, we’d love to hear from you!

How to Apply:

Please send your resume and a brief cover letter in PDF format

NOTE - You will only be contacted if you are shortlisted.

Please no agency approaches."
software engineer,Mid Level Software Developer.,,Pinkenba,,29d ago,https://www.seek.com.au/job/82830048?type=standard&ref=search-standalone#sol=9a56a544970ada52e3cc323a6240796e1e5f9c4d,"Who Are We?
Oolio/Swiftpos an Australian owned Point of Sale and payments company that creates bespoke solutions for the Hospitality and Retail industries. We have offices across Australia, the UK and the US and provide a full suite of management systems, to deliver excellent governance and member engagement to thousands of clients worldwide. Our fully integrated business solutions are well known within the stadia space and cater specifically to the sports, leisure, and the food and beverage sectors. For the past thirty years our management systems have underpinned some of the biggest clubs and venues in Australia and around the world. 
Currently, we have an exciting opportunity, at our Brisbane office, for an experienced mid-level Full Stack Developer to join our Research and Development Team. 

The Skills and responsibilities.
In this role you will be working alongside a diverse team of developers on new versions of our customized and bespoke products as well as building upon our current framework. You'll have the opportunity to work across various products with the latest tools, techniques and libraries (CI/CD, PWAs, REST APIs, SQL Server, etc). We foster a true high-performance culture while maintaining a supportive and collaborative work environment for our people to reach their full potential. 

Ideally you will have the following skill set.
• 3- 5 years’ experience as a Full Stack .NET Developer 
• Have a good understanding of Web Applications, API and Database 
• Significant experience in SQL 
• Ability to deliver and take ownership of project timelines
• Good written and verbal communication skills 
• Ability to solve problems 
• Passionate about Technology and familiar with current and emerging Web technologies
• Unlimited Full-Working Rights in Australia
• Experience within the hospitality industry or exposure to Point of Sale systems would be advantageous.
• Be familiar with the following Tech Stack 
o C# / SQL Server 
o HTML5 / CSS3 
o Javascript Libraries/Frameworks
o Progressive Web Apps 
o ASP.NET MVC 
o Git (Bit Bucket) 
o AWS 
o Team City / Octopus

Benefits and perks.
• Be a full-time permanent employee, after the completion of a 6-month probationary period.
• A flexible working environment.
• Be a part of a collaborative and dynamic team.
• Career development - For those wanting to climb the proverbial ladder, you will be happy to join a continually evolving and growing team as well as continual on the job learning this expansion will present opportunities for future growth. 

If you're ready to take your software development career to the next level, we encourage you to apply now for this exciting opportunity."
software engineer,Full Stack Developer,,Brisbane QLD,,4d ago,https://www.seek.com.au/job/83463015?type=standard&ref=search-standalone#sol=2f27673827ba852d2f2ee0e20f380f3d4a4f700d,"Novigi is the data and technology partner to the Financial Services Industry with offices in Sydney, Brisbane, Canberra, Melbourne, Wollongong and Colombo, Sri Lanka. At our core, we are data-driven transformation and business optimisation experts. We partner with our clients to transform their business functions through the clever use of data and interoperability. We do this by offering a range of services and solutions.  

Responsibilities:

General:

Manage the software development lifecycle including design, coding, testing, analysis and review.
Prepare and implement solutions by determining and designing system specifications, standards, and programming.
Analyse data to effectively coordinate the installation of new systems or the modification of existing systems.
Create innovative solutions to meet the needs of the company and clients.
Provide ongoing maintenance, support and enhancements in existing systems and platforms.
Improve system operations by conducting analysis and recommending changes in policies and procedures.
Communicate with the team members to build cohesion amongst the team.
Effectively work as a member of the team alongside other developers to elevate the technology and consistently apply best practices.
Support DevOps activities and practices within the technology services area.
Complete documentation defined and required by the agile development methodology employed by the team.

Team Activities:

Develop and maintain cooperative relationships with other team members and department areas, actively participating in team stand-ups, planning sessions and discussions.
Support the concept of continuous improvement and help identify areas for improvement.
Willingness to learn new things and teach others what you know.
Ensure consistency in all dealings with internal and external clients.

Skills and experience:

Education and Professional Background
Tertiary qualifications in Computer Science, Information Technology, or a related field.
Minimum of 5 years' professional experience in software development and programming.

Technical Skills

Frontend Development:
Proficiency with Angular 19
Experience with Redux for state management
Styling experience using SASS
Backend Development:
Strong experience with C# and .NET 8 (C# 12)
Knowledge of Web API, MediatR, and Entity Framework
Unit testing using NUnit
Azure Cloud Services:
App Services, Function Apps, Logic Apps
Application Insights, Service Bus, Storage Accounts
Azure AD B2C for identity management
Azure DevOps for CI/CD and release management
Database Technologies:
Proficiency in SQL Server and writing complex SQL queries
Strong un

Professional Skills:

Strong problem-solving and analytical abilities with a strategic mindset
Ability to make sound, objective decisions under pressure
Excellent communication and interpersonal skills, with the ability to collaborate effectively within teams and engage with clients and stakeholders
Ability to present complex technical concepts to non-technical audiences
Strong business analysis skills with attention to business context and user needs
Experience in writing high-quality technical documentation
Commercially aware with the ability to balance technical delivery with business outcomes
An understanding of the Australian Superannuation industry or financial industry and its business information needs is desirable
Proven troubleshooting skills with a proactive, solution-oriented approach

Only candidates chosen to progress will be contacted."
software engineer,Mid level Golang Backend Developer,,Brisbane QLD,AUD 90000 per annum,11d ago,https://www.seek.com.au/job/83287885?type=standard&ref=search-standalone#sol=f6de291ce3d0315e0126ea879ffbacefbac9d780,"$90,000 - $110,000 + Super
Opportunity to solve Interesting problems
Fully remote in Australia
Overview of the company & role:

How does tackling complex problems in a niche industry with a range of greenfield opportunities sound?

Our client are a fast growing technology provider who are headquartered in Brisbane. You will be working with a company that specialises in providing solutions to customers on a global basis and due to continued organic growth, they are looking for developers to build the technologies that will support this expansion.

You can be based in Sydney or Brisbane for this role.

In this role, you will be delivering a multitude of services across a niche industry sector. Growth through new client acquisition will see a volume of integration services performed, and in conjunction, a wealth of greenfield/bespoke incentives to get your teeth sunk (immediately) into. This won’t be a mundane opening, and will become apparent quickly as you and the team gear towards scaling solutions to a truly global audience.

One of the most exciting aspects of this role is the wide range of problems you’ll be solving. The challenges are diverse, and this opportunity will suit someone who can leverage past experiences to succeed. The tech stack is varied, but you will primarily be developing solutions in Go, alongside tools like PostGIS, Typesense, SpiceDB & AWS. 

What you will be doing:

Developing services (REST, JSON/HTTP) using Go for scalable, efficient solutions.
Use your SQL experience (preferably PostgreSQL) to write thoughtful and effective data queries
Understand and contribute to development processes that ensure high-quality code production
There’s also a key aspect of integrating these (and other) systems and technologies to create a seamless environment with scalable, high-performance
The ability and proven track record across mentoring/upskilling junior members 
About You:

At least 3-4 years of experience working in a Software Engineer role
At least 2 years experience working with Golang
Experience working with any of the services above is nice to have

If this role sounds like you then please press APPLY, and if you would like some more info first, then please reach out to will.davies@emanatetechnology.com.au for more information!

And do not worry if your resume is out of date, we can sort that out later."
